"Longitude","Latitude","Elevation","Weekday","Month","Time","Land.Use_AGRICULTURAL","Land.Use_COMMERCIAL","Land.Use_FOREST","Land.Use_INDUSTRIAL","Land.Use_MILITARY RESERVATION","Land.Use_RESIDENTIAL","Location.Setting_RURAL","Location.Setting_SUBURBAN","Location.Setting_URBAN AND CENTER CITY","max_PM2.5","max_NO2","max_O3","max_PM10","max_CO","max_SO2"
-78.574167,35.856111,103,2,1,26,0,0,0,0,0,1,0,1,0,6.35,8.4,0.032,6,0.2,4.1
-86.114444,39.810833,233,5,3,78,0,0,0,0,0,1,0,1,0,12.35,20.5,0.035,17.5,0.2,1.5
-96.700769,43.54792,449,1,1,1488,0,1,0,0,0,0,0,0,1,3.4,10.9,0.037,15,0.2,0.5
-80.038611,42.14175,192,2,12,362,0,1,0,0,0,0,0,1,0,-0.5,6,0.022,4,0.1,0
-106.5852,35.1343,1591,4,6,896,0,0,0,0,0,1,0,0,1,5.7,19.8,0.068,19,0.2,0.4
-117.32554,34.510961,913,4,1,1484,0,0,0,0,0,1,0,1,0,8.95,37.1,0.036,25,1,2
-106.5852,35.1343,1591,4,11,1400,0,0,0,0,0,1,0,0,1,1.85,24,0.039,10,0.3,1
-78.915,40.309722,357,7,6,542,0,1,0,0,0,0,0,0,1,11.3,4,0.044,13,0,1
-117.49201,34.10002,371,5,3,1163,0,0,0,1,0,0,0,1,0,15.7,36.9,0.044,37,0.8,0.7
-84.50404,39.12886,249,2,11,698,0,1,0,0,0,0,0,0,1,4.8,16,0.031,12.5,0.3,4.2
-86.114444,39.810833,233,4,2,1512,0,0,0,0,0,1,0,1,0,9.8,32,0.039,11,0.3,0.4
-96.700769,43.54792,449,4,11,1407,0,1,0,0,0,0,0,0,1,3.2,22.6,0.023,13,0.3,0.7
-86.815,33.553056,180,2,11,320,0,1,0,0,0,0,0,0,1,8.5,10,0.033,28,0.4,1.3
-119.807717,39.525083,1380,6,11,688,0,0,0,0,0,1,0,0,1,2.3,33.6,0.045,22,0.7,0.3
-95.976537,36.204902,201,2,12,362,0,0,0,0,0,1,0,0,1,8.7,11.4,0.026,9,0.2,5.8
-119.77321,36.78538,100,4,1,1113,0,1,0,0,0,0,0,0,1,29.9333333333333,20.5,0.019,38,0.6,0.3
-86.114444,39.810833,233,7,6,1620,0,0,0,0,0,1,0,1,0,5.4,10.2,0.025,8,0.2,0.2
-92.281296,34.756189,84,2,3,803,0,1,0,0,0,0,0,0,1,9.2,8,0.031,10,0.6,0.2
-115.078742,36.141875,543,6,5,1584,0,0,0,0,0,1,0,0,1,8.6,41.4,0.062,29,0.9,1.3
-86.114444,39.810833,233,5,7,197,0,0,0,0,0,1,0,1,0,11.65,24.8,0.048,19,0.3,2
-106.5852,35.1343,1591,3,9,629,0,0,0,0,0,1,0,0,1,3.6,18.9,0.042,18,0.2,0.5
-84.2905,33.6878,239,6,5,1598,0,0,0,0,0,1,0,1,0,13.6666666666667,16,0.055,29,0.7,0
-77.013178,38.921847,56,3,4,825,0,1,0,0,0,0,0,0,1,5.2,12.4,0.052,10,0.2,0.9
-76.878333,39.055277,50,2,3,1538,0,0,0,0,0,1,0,1,0,6.3,31.1,0.048,7,0.2,0.4
-90.198348,38.656429,155,4,8,959,0,0,0,0,0,1,0,0,1,3.9,14.5,0.0455,10,0.2,5
-119.77321,36.78538,100,7,3,59,0,1,0,0,0,0,0,0,1,7.2,23.2,0.039,11,0.5,0.2
-122.602877,45.496641,68,6,3,86,0,0,0,0,0,1,0,1,0,6,26.6,0.042,10,0.5,1
-111.872222,40.736389,1304,5,4,1555,0,0,0,0,0,1,0,1,0,3.3,35,0.051,12,0.3,1.5
-115.48307,32.67618,2.29519867897034,3,5,489,0,0,0,0,0,1,0,1,0,9.7,41.9,0.059,45,0.5,5.4
-92.281296,34.756189,84,7,10,290,0,1,0,0,0,0,0,0,1,13.8,37.4,0.039,30,0.4,1.5
-119.77321,36.78538,100,2,3,796,0,1,0,0,0,0,0,0,1,12.1,21.8,0.045,17,0.5,0.6
-119.807717,39.525083,1380,1,9,634,0,0,0,0,0,1,0,0,1,6.2,37.3,0.026,21,0.5,0.8
-81.678449,41.492117,181,5,5,512,0,1,0,0,0,0,0,0,1,10.4,30,0.045,29,0.4,12.7
-90.587611,41.530011,222,5,3,449,0,0,0,0,0,1,0,0,1,7.95,21,0.0455,12,0.2,1.7
-95.976537,36.204902,201,4,10,280,0,0,0,0,0,1,0,0,1,10.4,35.7,0.049,26,0.5,2.2
-78.915,40.309722,357,3,3,62,0,1,0,0,0,0,0,0,1,7.8,24,0.031,8,0.3,1
-95.257593,29.733726,13,2,3,1181,0,0,0,1,0,0,0,0,1,14.95,18.4,0.032,49,0.2,0
-120.4575,34.63782,34,7,7,1305,0,1,0,0,0,0,0,0,1,1.6,1,0.019,4,0.4,1
-86.114444,39.810833,233,2,8,229,0,0,0,0,0,1,0,1,0,10.55,18,0.039,16.5,0.3,11.1
-92.281296,34.756189,84,7,4,836,0,1,0,0,0,0,0,0,1,7,20.3,0.028,12,0.6,0.4
-117.32554,34.510961,913,4,8,1330,0,0,0,0,0,1,0,1,0,7.3,23.2,0.057,26,-0.1,2.3
-115.48307,32.67618,2.29519867897034,1,1,739,0,0,0,0,0,1,0,1,0,15.4,32.7,0.031,56,0.9,1.2
-100.76821,46.825425,566,3,3,1525,0,0,0,0,0,1,0,1,0,5.75,15.8,0.037,10,0.2,3.8
-77.013178,38.921847,56,7,9,248,0,1,0,0,0,0,0,0,1,5.26666666666667,44.6,0.048,13,0.4,6.5
-90.198348,38.656429,155,7,5,500,0,0,0,0,0,1,0,0,1,3.6,19.8,0.044,10,0.3,1.1
-95.976537,36.204902,201,3,12,1070,0,0,0,0,0,1,0,0,1,2.5,20.5,0.034,10,0.3,0.7
-93.207615,45.13768,277,6,9,611,0,1,0,0,0,0,0,1,0,4.8,4.6,0.035,16,0.3,0.6
-93.207615,45.13768,277,3,4,118,0,1,0,0,0,0,0,1,0,1.9,14.1,0.047,10,0.3,1.7
-112.095767,33.503833,343,6,8,583,0,0,0,0,0,1,0,0,1,7.4,27.5,0.061,18,0.5,0.9
-84.2905,33.6878,239,6,10,296,0,0,0,0,0,1,0,1,0,15.75,16.7,0.032,16,1,0.7
-104.778334,41.182227,1842,6,4,471,0,0,0,0,0,1,0,1,0,4.9,1.3,0.042,5,0.1,0.1
-76.878333,39.055277,50,5,10,1016,0,0,0,0,0,1,0,1,0,5.5,12.8,0.023,14,0.2,0.7
-73.82153,40.73614,33,5,4,827,0,1,0,0,0,0,0,0,1,1.3,19.4,0.032,4,0.3,2.1
-111.872222,40.736389,1304,2,1,747,0,0,0,0,0,1,0,1,0,26.5,51,0.023,24,1,1.4
-90.198348,38.656429,155,1,8,956,0,0,0,0,0,1,0,0,1,9.25,30.8,0.0465,18,0.3,7
-72.902871,41.3014,2,6,1,373,0,1,0,0,0,0,0,0,1,8.7,24.9,0.031,16,0.4,0.6
-117.32554,34.510961,913,1,7,1299,0,0,0,0,0,1,0,1,0,7,31,0.069,31,0.2,2.3
-106.5852,35.1343,1591,5,11,1058,0,0,0,0,0,1,0,0,1,5.1,30.8,0.027,18,0.5,2.4
-86.815,33.553056,180,3,2,398,0,1,0,0,0,0,0,0,1,4.1,28.2,0.036,9,0.2,0.7
-100.76821,46.825425,566,2,8,1314,0,0,0,0,0,1,0,1,0,10.25,12.2,0.047,32,0.2,1.8
-111.872222,40.736389,1304,7,5,143,0,0,0,0,0,1,0,1,0,3.5,12,0.048,4,0.3,0
-73.82153,40.73614,33,3,7,1301,0,1,0,0,0,0,0,0,1,3,8.9,0.025,14,0.1,0.1
-81.3625,28.596389,27,4,8,224,0,1,0,0,0,0,0,0,1,7.3,18,0.024,15,0.8,0
-80.785683,35.2401,234,3,1,734,0,0,0,0,0,1,0,0,1,4,19.5,0.023,7,0.3,0.4
-77.013178,38.921847,56,4,1,749,0,1,0,0,0,0,0,0,1,7.9,31.9,0.021,14,0.7,4.1
-80.785683,35.2401,234,1,3,431,0,0,0,0,0,1,0,0,1,9.3,28,0.046,12,0.5,0.4
-117.32554,34.510961,913,5,4,113,0,0,0,0,0,1,0,1,0,5.75,14.9,0.047,19,0.3,0.1
-96.700769,43.54792,449,3,8,1315,0,1,0,0,0,0,0,0,1,8,6.2,0.045,14,0.2,0.2
-86.114444,39.810833,233,4,4,847,0,0,0,0,0,1,0,1,0,0.7,11.4,0.024,4,0.2,0.4
-86.114444,39.810833,233,4,6,168,0,0,0,0,0,1,0,1,0,11.8,19.8,0.027,27,0.2,1.9
-93.207615,45.13768,277,4,1,735,0,1,0,0,0,0,0,1,0,10.9,12.6,0.031,13,0.3,1.3
-115.48307,32.67618,2.29519867897034,6,12,1444,0,0,0,0,0,1,0,1,0,19.8,37.7,0.033,64,0.8,0.6
-76.699444,39.965278,131,2,11,327,0,0,0,0,0,1,0,1,0,9.5,35,0.024,19,0.3,13
-112.095767,33.503833,343,7,8,1697,0,0,0,0,0,1,0,0,1,2.5,8.6,0.036,16,0.2,0.6
-72.902871,41.3014,2,7,5,1242,0,1,0,0,0,0,0,0,1,8.15,3.3,0.035,15,0.3,0
-95.976537,36.204902,201,1,5,1607,0,0,0,0,0,1,0,0,1,9.33333333333333,8.1,0.039,18,0.2,0.3
-77.013178,38.921847,56,7,2,31,0,1,0,0,0,0,0,0,1,15.75,52.7,0.021,24,1.2,6
-119.77321,36.78538,100,4,12,1092,0,1,0,0,0,0,0,0,1,56.3333333333333,46.5,0.027,78.5,1.5,0.9
-104.778334,41.182227,1842,6,11,324,0,0,0,0,0,1,0,1,0,3.5,13.8,0.045,7,0.1,0.2
-100.76821,46.825425,566,6,9,611,0,0,0,0,0,1,0,1,0,6.35,1.8,0.032,19,0.2,0.1
-81.3625,28.596389,27,1,1,760,0,1,0,0,0,0,0,0,1,9,29.5,0.044,12,0.4,0.3
-115.48307,32.67618,2.29519867897034,3,3,790,0,0,0,0,0,1,0,1,0,3.5,35.7,0.046,21,0.4,0.3
-111.872222,40.736389,1304,1,4,1572,0,0,0,0,0,1,0,1,0,2.9,12.35,0.049,4,0.3,2.1
-100.76821,46.825425,566,1,9,1719,0,0,0,0,0,1,0,1,0,7.2,6.3,0.034,26,0.2,0.1
-115.078742,36.141875,543,2,8,1314,0,0,0,0,0,1,0,0,1,13.9,45.2,0.071,48,0.7,1.2
-76.699444,39.965278,131,5,1,15,0,0,0,0,0,1,0,1,0,13.35,26,0.036,20,0.4,25
-95.976537,36.204902,201,7,2,773,0,0,0,0,0,1,0,0,1,4.36666666666667,5,0.039,16,0.7,0
-116.968133,32.817978,112,5,5,134,0,1,0,0,0,0,0,1,0,3.7,18,0.05,7,0.3,0.1
-122.602877,45.496641,68,4,5,1232,0,0,0,0,0,1,0,1,0,2.6,12.1,0.024,6,0.2,0.8
-81.678449,41.492117,181,2,10,278,0,1,0,0,0,0,0,0,1,10.2,19,0.024,24,0.5,1.05
-80.038611,42.14175,192,7,6,528,0,1,0,0,0,0,0,1,0,4.4,2,0.04,9,0.1,2
-112.095767,33.503833,343,7,2,1501,0,0,0,0,0,1,0,0,1,20,37.3,0.042,32,0.9,3.4
-106.5852,35.1343,1591,7,1,759,0,0,0,0,0,1,0,0,1,7.5,32.8,0.042,9,0.5,0.6
-96.700769,43.54792,449,6,3,65,0,1,0,0,0,0,0,0,1,6,30.4,0.014,18,0.5,1
-91.179219,30.461981,19,3,7,1287,0,1,0,0,0,0,0,0,1,16.1,16.7,0.025,42,0.2,0.3
-95.976537,36.204902,201,6,6,170,0,0,0,0,0,1,0,0,1,11.7,8.8,0.032,27,0.6,0.6
-122.602877,45.496641,68,1,9,1355,0,0,0,0,0,1,0,1,0,2.8,12.8,0.026,7,0.2,0.4
-117.32554,34.510961,913,3,3,1539,0,0,0,0,0,1,0,1,0,5.05,8.1,0.048,14,0.7,1.1
-91.179219,30.461981,19,4,10,1379,0,1,0,0,0,0,0,0,1,10.2,30.3,0.031,28,0.1,8.9
-117.32554,34.510961,913,6,8,1311,0,0,0,0,0,1,0,1,0,16.75,38.7,0.087,41,0.2,2.4
-119.77321,36.78538,100,4,5,1603,0,1,0,0,0,0,0,0,1,5.43333333333333,3.8,0.035,11.5,0.2,0.3
-78.574167,35.856111,103,4,3,1169,0,0,0,0,0,1,0,1,0,6.9,31.3,0.053,16,0.3,0.7
-81.3625,28.596389,27,1,12,1460,0,1,0,0,0,0,0,0,1,8.3,10,0.039,13,0.2,0.4
-72.982778,43.608056,170,5,9,995,0,1,0,0,0,0,0,0,1,8.2,8.3,0.034,17,0.2,0.9
-71.0826,42.3295,20,3,1,377,0,1,0,0,0,0,0,0,1,4.6,21,0.029,25.5,0.3,1
-81.3625,28.596389,27,3,9,1343,0,1,0,0,0,0,0,0,1,4.8,5.5,0.024,9,0.6,0.8
-104.778334,41.182227,1842,7,6,1613,0,0,0,0,0,1,0,1,0,3.075,11.5,0.057,15,0.2,1.7
-122.308628,47.568236,92,4,4,1211,0,0,0,0,0,1,0,0,1,9.8,28.1,0.043,21,0.3,1.3
-81.3625,28.596389,27,7,12,1445,0,1,0,0,0,0,0,0,1,5.3,18.2,0.031,8,0.9,0.3
-92.281296,34.756189,84,1,7,200,0,1,0,0,0,0,0,0,1,11.8,13.3,0.034,21,0.4,1.4
-72.902871,41.3014,2,5,9,974,0,1,0,0,0,0,0,0,1,2.7,21.4,0.034,11.5,0.2,0.2
-104.778334,41.182227,1842,2,12,334,0,0,0,0,0,1,0,1,0,3.9,1.6,0.044,5,0.1,0.2
-122.026154,37.936013,25,1,7,557,0,0,0,0,0,1,0,1,0,5,5.1,0.042,11,0.1,1.4
-93.207615,45.13768,277,1,6,1628,0,1,0,0,0,0,0,1,0,3.9,10,0.042,9,0.2,0.5
-104.987625,39.751184,1593,2,7,551,0,1,0,0,0,0,0,0,1,6.86666666666667,36.7,0.05,31,0.4,2.2
-84.50404,39.12886,249,6,8,1703,0,1,0,0,0,0,0,0,1,9.13333333333333,13.25,0.038,15,0.3,0.3
-118.22688,34.06659,93,3,5,881,0,0,0,0,0,1,0,0,1,15.55,24.6,0.051,25,0.35,0.1
-81.3625,28.596389,27,3,3,447,0,1,0,0,0,0,0,0,1,6.4,21,0.049,9,0.8,0
-112.095767,33.503833,343,4,9,259,0,0,0,0,0,1,0,0,1,4.5,28,0.038,17,0.4,0.9
-96.700769,43.54792,449,2,1,754,0,1,0,0,0,0,0,0,1,7,4,0.023,13,0.2,0.4
-94.635605,39.117219,273,4,7,938,0,0,0,0,0,1,0,0,1,5.8,19.6,0.032,8,0.2,0.5
-77.013178,38.921847,56,2,12,719,0,1,0,0,0,0,0,0,1,13.5333333333333,40.1,0.017,26,0.4,4.7
-77.013178,38.921847,56,1,8,1320,0,1,0,0,0,0,0,0,1,8.5,9.8,0.052,13,0.3,0.4
-104.778334,41.182227,1842,5,5,148,0,0,0,0,0,1,0,1,0,1.3,4.3,0.048,2,0.1,0.2
-80.038611,42.14175,192,1,5,137,0,1,0,0,0,0,0,1,0,10,7,0.034,20,0,2
-104.778334,41.182227,1842,3,4,97,0,0,0,0,0,1,0,1,0,5.1,3.6,0.046,11,0.1,3.8
-106.5852,35.1343,1591,7,10,1004,0,0,0,0,0,1,0,0,1,3.1,25.4,0.039,16,0.3,0.8
-76.878333,39.055277,50,3,5,1595,0,0,0,0,0,1,0,1,0,4.7,16.1,0.047,7,0.2,0.5
-121.894898,37.348497,19,3,2,1133,0,1,0,0,0,0,0,0,1,10.45,45.4,0.025,29,0.8,1.5
-119.77321,36.78538,100,5,6,1261,0,1,0,0,0,0,0,0,1,5.8,15,0.072,40,0.2,3.3
-92.281296,34.756189,84,6,8,233,0,1,0,0,0,0,0,0,1,6.95,12.7,0.026,10,0.4,1.9
-72.631667,41.784722,18,4,10,665,0,0,0,0,0,1,0,1,0,8.66666666666667,24.5,0.017,6,0.3,0.9
-105.00518,39.77949,1602,5,8,239,0,0,0,0,0,1,0,0,1,13.1,48.6,0.052,31.5,0.5,1.5
-91.179219,30.461981,19,6,12,723,0,1,0,0,0,0,0,0,1,10.75,15.2,0.034,22,0.4,0.3
-76.878333,39.055277,50,4,3,812,0,0,0,0,0,1,0,1,0,4.75,24.4,0.039,8,0.2,0.6
-91.179219,30.461981,19,2,4,1580,0,1,0,0,0,0,0,0,1,8.65,15.4,0.047,21,0.2,0.1
-115.078742,36.141875,543,1,12,1453,0,0,0,0,0,1,0,0,1,29.1,34.8,0.022,52,2.1,3.8
-77.013178,38.921847,56,6,1,2,0,1,0,0,0,0,0,0,1,18.6666666666667,44.2,0.005,22,1.3,4.5
-91.179219,30.461981,19,7,4,843,0,1,0,0,0,0,0,0,1,6.5,26.1,0.031,9,0.2,5.1
-119.77321,36.78538,100,4,7,196,0,1,0,0,0,0,0,0,1,8.7,12.5,0.07,32.5,0.2,2.2
-119.807717,39.525083,1380,2,4,481,0,0,0,0,0,1,0,0,1,3.5,20.2,0.051,12,0.2,0.1
-120.4575,34.63782,34,3,3,1161,0,1,0,0,0,0,0,0,1,2.6,23,0.031,13,0.7,0
-84.2905,33.6878,239,4,5,147,0,0,0,0,0,1,0,1,0,6.2,23.6,0.022,12,0.3,0.1
-117.32554,34.510961,913,2,6,1636,0,0,0,0,0,1,0,1,0,7.7,40.9,0.068,30,0.4,2.5
-96.700769,43.54792,449,7,6,1634,0,1,0,0,0,0,0,0,1,4.35,8.8,0.031,5,0.2,0.3
-91.179219,30.461981,19,2,10,278,0,1,0,0,0,0,0,0,1,12.95,32.2,0.037,39,0.4,1.5
-117.49201,34.10002,371,7,3,59,0,0,0,1,0,0,0,1,0,3.7,26.3,0.038,5,0.1,0
-115.078742,36.141875,543,4,4,1575,0,0,0,0,0,1,0,0,1,5.5,35.2,0.051,26,0.4,1.1
-112.095767,33.503833,343,7,3,1543,0,0,0,0,0,1,0,0,1,8.9,37.5,0.06,21,0.5,1.5
-92.281296,34.756189,84,4,3,434,0,1,0,0,0,0,0,0,1,2.2,11.9,0.027,3,0.3,0.5
-81.678449,41.492117,181,2,6,1615,0,1,0,0,0,0,0,0,1,13.2,27,0.052,47,0.3,2.45
-96.700769,43.54792,449,6,8,1325,0,1,0,0,0,0,0,0,1,9.4,6.9,0.036,17,0.2,0.2
-117.32554,34.510961,913,5,8,603,0,0,0,0,0,1,0,1,0,7.35,21.5,0.058,28,0.5,1.1
-105.00518,39.77949,1602,1,7,1292,0,0,0,0,0,1,0,0,1,7.8,20.1,0.078,18,0.3,1.4
-77.013178,38.921847,56,2,9,614,0,1,0,0,0,0,0,0,1,8.5,19.2,0.056,24,0.2,1
-119.77321,36.78538,100,4,9,245,0,1,0,0,0,0,0,0,1,5.66666666666667,6,0.049,43,0.1,1.5
-81.678449,41.492117,181,4,2,1512,0,1,0,0,0,0,0,0,1,12.1,13,0.037,16,0.3,0.15
-104.778334,41.182227,1842,3,11,1049,0,0,0,0,0,1,0,1,0,1.96666666666667,20.9,0.038,13,0.2,0.4
-106.5852,35.1343,1591,2,11,1062,0,0,0,0,0,1,0,0,1,3.4,24.5,0.047,25,0.2,0.7
-90.198348,38.656429,155,6,7,548,0,0,0,0,0,1,0,0,1,6.45,15.2,0.0345,12,0.3,0.4
-96.700769,43.54792,449,1,10,1397,0,1,0,0,0,0,0,0,1,3.7,26.6,0.036,27,0.4,0.8
-78.915,40.309722,357,6,10,1388,0,1,0,0,0,0,0,0,1,6.5,3,0.032,10,0.1,1
-106.5852,35.1343,1591,3,4,111,0,0,0,0,0,1,0,0,1,8.4,32.3,0.06,17,0.3,1.1
-77.013178,38.921847,56,3,4,846,0,1,0,0,0,0,0,0,1,1.6,21,0.03,6,0.3,1.1
-116.968133,32.817978,112,6,10,275,0,1,0,0,0,0,0,1,0,8.5,12,0.049,23,0.3,0.3
-104.778334,41.182227,1842,6,11,674,0,0,0,0,0,1,0,1,0,5.2,14.3,0.045,18,0.2,0.3
-100.76821,46.825425,566,2,12,1447,0,0,0,0,0,1,0,1,0,3.55,16.8,0.019,15,0.2,0.4
-112.095767,33.503833,343,4,3,1155,0,0,0,0,0,1,0,0,1,8.7,47.2,0.047,21,0.8,1.9
-115.48307,32.67618,2.29519867897034,2,12,719,0,0,0,0,0,1,0,1,0,6.3,36,0.037,38,0.5,0.5
-84.50404,39.12886,249,7,12,710,0,1,0,0,0,0,0,0,1,10.9,30,0.023,14,0.5,4.7
-91.179219,30.461981,19,3,5,881,0,1,0,0,0,0,0,0,1,9.63333333333333,15.9,0.031,22,0.2,0.1
-117.32554,34.510961,913,4,7,560,0,0,0,0,0,1,0,1,0,7.65,31.9,0.071,30,0.5,0.7
-119.77321,36.78538,100,6,7,562,0,1,0,0,0,0,0,0,1,9.1,13.3,0.081,40.5,0.3,4.7
-78.915,40.309722,357,7,4,115,0,1,0,0,0,0,0,0,1,6,31,0.045,9,0,3
-112.095767,33.503833,343,1,3,1166,0,0,0,0,0,1,0,0,1,5.5,42.9,0.048,20,0.7,1.7
-72.902871,41.3014,2,5,10,281,0,1,0,0,0,0,0,0,1,8.45,24,0.042,16.6666666666667,0.4,0.4
-90.198348,38.656429,155,3,12,1434,0,0,0,0,0,1,0,0,1,9.63333333333333,38.7,0.024,16,0.4,4.1
-94.635605,39.117219,273,5,1,1114,0,0,0,0,0,1,0,0,1,10.5,18.1,0.024,25,0.2,1.3
-120.4575,34.63782,34,2,7,558,0,1,0,0,0,0,0,0,1,10.4,2,0.024,19,0.3,1
-118.22688,34.06659,93,2,2,1139,0,0,0,0,0,1,0,0,1,5.55,42,0.037,14,0.5,0.4
-85.65452,38.22876,163,5,3,1534,0,0,0,0,0,1,0,1,0,4.55,14.1,0.037,9,0.2,1.2
-78.915,40.309722,357,6,7,191,0,1,0,0,0,0,0,0,1,17.4,16,0.047,24,0.5,9
-90.198348,38.656429,155,6,5,149,0,0,0,0,0,1,0,0,1,4.76666666666667,20.2,0.019,8,0.2,1
-106.5852,35.1343,1591,4,8,1330,0,0,0,0,0,1,0,0,1,3.75,10,0.052,11,0.1,0.6
-78.915,40.309722,357,3,2,405,0,1,0,0,0,0,0,0,1,10.5,6,0.029,8,0.2,1
-116.968133,32.817978,112,3,4,461,0,1,0,0,0,0,0,1,0,11.5,31,0.046,34,0.6,0.4
-120.4575,34.63782,34,3,6,153,0,1,0,0,0,0,0,0,1,6.7,3,0.035,22,0.4,1
-77.013178,38.921847,56,2,8,950,0,1,0,0,0,0,0,0,1,6.55,22.9,0.04,10,0.3,0.6
-111.872222,40.736389,1304,6,8,1675,0,0,0,0,0,1,0,1,0,4.96666666666667,13.6,0.062,15,0.1,1.2
-74.192892,40.720989,29,7,12,1445,0,0,0,0,0,1,0,0,1,3.45,11,0.022,5,0.4,0
-91.179219,30.461981,19,7,10,1032,0,1,0,0,0,0,0,0,1,6.96666666666667,32.5,0.039,23,0.2,12.1
-96.700769,43.54792,449,1,3,1180,0,1,0,0,0,0,0,0,1,9.7,9.1,0.037,11,0.2,0.5
-117.41601,33.99958,255,5,3,428,0,0,0,0,0,1,0,1,0,17.7,30.4,0.045,41,0.5,0.3
-78.915,40.309722,357,4,12,1456,0,1,0,0,0,0,0,0,1,11.1,16,0.032,12,0.3,2
-93.207615,45.13768,277,2,10,1377,0,1,0,0,0,0,0,1,0,1,2.5,0.016,0,0.2,0.4
-120.4575,34.63782,34,7,6,885,0,1,0,0,0,0,0,0,1,12.2,0,0.038,35,0.3,0
-84.2905,33.6878,239,1,10,291,0,0,0,0,0,1,0,1,0,11.2,17.8,0.039,11,0.4,0.4
-106.5852,35.1343,1591,5,2,421,0,0,0,0,0,1,0,0,1,6.2,45,0.043,24,0.6,1.5
-84.2905,33.6878,239,1,7,186,0,0,0,0,0,1,0,1,0,14.55,18.2,0.033,26,0.3,0.8
-77.013178,38.921847,56,1,4,1551,0,1,0,0,0,0,0,0,1,3.6,27.1,0.048,12,0.3,2.3
-81.3625,28.596389,27,5,9,260,0,1,0,0,0,0,0,0,1,3.6,5,0.037,7,0.3,0
-95.976537,36.204902,201,6,10,1010,0,0,0,0,0,1,0,0,1,5.55,20.2,0.032,10,0.5,0.8
-100.76821,46.825425,566,3,5,1238,0,0,0,0,0,1,0,1,0,6.7,6,0.049,23,0.2,0.1
-91.179219,30.461981,19,5,2,764,0,1,0,0,0,0,0,0,1,8.1,15.7,0.028,22,0.2,1.8
-78.915,40.309722,357,5,4,477,0,1,0,0,0,0,0,0,1,11.8,25,0.051,21,0.3,1
-118.22688,34.06659,93,6,10,1031,0,0,0,0,0,1,0,0,1,26.6,40.6,0.046,39,0.85,2.1
-104.987625,39.751184,1593,7,7,563,0,1,0,0,0,0,0,0,1,8.23333333333333,30.7,0.06,39,0.4,2.1
-96.700769,43.54792,449,4,8,973,0,1,0,0,0,0,0,0,1,6.4,9.5,0.031,20,0.2,0.8
-119.77321,36.78538,100,1,7,935,0,1,0,0,0,0,0,0,1,8.3,14.2,0.074,42.5,0.2,1.5
-119.807717,39.525083,1380,3,8,972,0,0,0,0,0,1,0,0,1,8.8,16.5,0.053,20,0.2,0.3
-117.41601,33.99958,255,2,6,173,0,0,0,0,0,1,0,1,0,12.85,25,0.064,40,0.3,0.5
-92.281296,34.756189,84,3,8,608,0,1,0,0,0,0,0,0,1,13.5,8.1,0.042,21,0.3,0.7
-91.179219,30.461981,19,4,6,1267,0,1,0,0,0,0,0,0,1,19.4,14.7,0.015,56,0.2,0.3
-115.078742,36.141875,543,4,3,1183,0,0,0,0,0,1,0,0,1,6.5,43.5,0.05,27,0.7,1.4
-84.50404,39.12886,249,7,8,227,0,1,0,0,0,0,0,0,1,13.15,33,0.06,22,0.6,5.8
-93.207615,45.13768,277,2,9,978,0,1,0,0,0,0,0,1,0,7.5,4.8,0.028,10,0.3,0.6
-100.76821,46.825425,566,3,9,1357,0,0,0,0,0,1,0,1,0,5.25,4.6,0.027,24,0.2,0.1
-91.179219,30.461981,19,5,7,190,0,1,0,0,0,0,0,0,1,11.2,17,0.047,32,0.3,3.6
-104.778334,41.182227,1842,7,8,969,0,0,0,0,0,1,0,1,0,9.9,3.9,0.057,25,0.2,0.4
-86.815,33.553056,180,3,4,104,0,1,0,0,0,0,0,0,1,7.8,23.4,0.046,16,0.3,2.7
-72.902871,41.3014,2,3,2,1518,0,1,0,0,0,0,0,0,1,4.15,12.1,0.038,8,0.2,0.1
-96.700769,43.54792,449,6,3,1185,0,1,0,0,0,0,0,0,1,3.2,4.1,0.044,9,0.2,1.6
-90.198348,38.656429,155,4,9,1001,0,0,0,0,0,1,0,0,1,4.05,37.8,0.034,17.5,0.3,1.6
-119.77321,36.78538,100,1,3,1523,0,1,0,0,0,0,0,0,1,3.4,20,0.037,7,0.3,0
-93.643118,41.603159,280,1,12,1439,0,1,0,0,0,0,0,0,1,14.2,23.5,0.029,24,0.4,0.2
-119.77321,36.78538,100,5,5,491,0,1,0,0,0,0,0,0,1,5.9,10.3,0.038,8,0.2,0.3
-112.095767,33.503833,343,4,6,1267,0,0,0,0,0,1,0,0,1,4,23.5,0.059,23,0.2,0.6
-86.114444,39.810833,233,1,9,1362,0,0,0,0,0,1,0,1,0,7.3,8.8,0.015,14,0.3,0.3
-120.4575,34.63782,34,5,2,785,0,1,0,0,0,0,0,0,1,5.5,14,0.042,12,0.2,0
-120.4575,34.63782,34,7,7,927,0,1,0,0,0,0,0,0,1,17.4,2,0.028,45,0.1,1
-86.114444,39.810833,233,5,5,876,0,0,0,0,0,1,0,1,0,10.3,9.9,0.047,24,0.5,1.3
-117.32554,34.510961,913,6,5,1220,0,0,0,0,0,1,0,1,0,6.4,38.1,0.073,24,0.3,1.4
-96.85535,46.933754,271,5,1,393,1,0,0,0,0,0,0,1,0,10.1,6.2,0.029,7,0.2,0.2
